Demgraphic  infromation,Gender,Age,Marital Status,Are you living with Family?,Where do you live in Dhaka?,Type of your current living place? ,"How safe do you think your current place is from vector borne (Dengue, Malaria, Chikungunya, Kala-azar, Filariasis) diseases?",Which vector borne diseases  you had before?,What is your Education level? ,"Which media you use most for vector borne diseases (Dengue, Malaria, Chikungunya, Kala-azar, Filariasis) and precautionary measures related information? ",Which one you use most to reduce mosquito?,"Do you think COVID-19 Pandemic has negative impact on Vector borne disease, such as dengue and Chikungunya surveillance activities?  ",What is your present occupation status?,Do you belive Climate Change?,"Do you k0w that climate change (temperature, rainfall change) can affect on the number of vector, such as 0and 0transmitting  mosquito?",Which vector borne disease is 0t transmitted by mosquito? ,Do you k0w vector borne disease such as 0and 0is an infectious disease? ,Do you k0w 0fever can cause death?,"Do you k0w the Common Symptoms of 0and 0infection are Rash, Headache, High Fever, Joint Pain, Muscle Pain, Nausea ? ",Do you k0w that people can have 0or 0virus even without any (or mild symptoms) symptoms? ,Do you k0w one person can be infected with 0 virus more than once ? ,Do you k0w second time 0infection can be severe?,Do you k0w 0virus can be transmitted from infected pregnant mother to fetus? ,By which type of Aedes  mosquito 0and 0virus is transmitted ?,Does Aedes mosquito has stripes on the body?,Do you k0w where Aedes mosquitoes breed ? ,Aedes mosquito can breed both indoor and outdoor,Aedes  Mosquito likes to bite early in the morning and late evening,Do you k0w health call center number (16263) from Directorate General of Health Service? ,I should be careful about climate change and the effect of it on vector borne diseases,Climate Change Awareness program is required to reduce vector borne disesase outbreak ,"There should be early warning system for climate change problem (extreme heat, heavy rainfall, flood, drought) and its impact on vector borne disease",It is my responsibility to make sure there are no Aedes eggs and/or larvae in my house area,"My family members and neighbors should clean mosquito breeding site like water containers, storage tank, Plant pot one to three times a week.  ","Only chemical fogging by the authority is not enough to prevent vector borne diseases such as, Dengue and Chikungunya infection,  authority should also demolish the potential breeding sites. ",We should check Dengue and Chikungunya situation or hotspots around our area regularly ,It is necessary to continue the removal of mosquito breeding sites even during the period when there is no outbreak.  ,Dengue and Chikungunya outbreak in my community can be controlled if every household is committed to remove mosquito breeding sites ,I will take part in a public activity for Dengue and Chikungunya control or removal of mosquito breeding sites ,"If my family member has symptom of dengue and Chikungunya fever, I will bring him/her to see a doctor for immediate treatment ",I am concerned about vector borne diseases (such as dengue and Chikungunya) even in the Coronavirus pandemic time  ,"I follow practices (proper use of water, electricity, waste management) to lessen the climate change risk","I follow trusted sources, such as national and international media, local and national authorities for climate change and its impact on vector borne diseases ",I Call Municipality  authority for fogging.,I follow different ways (aerosol and/or liquid mosquito repellent and/or mosquito coil and/or electrical mosquito mat and/or mosquito bed net) to reduce mosquito,I wear proper cloth to protect from mosquito biting ,"I take extra precautions when I travel, to protect from mosquito biting ",I properly cover  Water containers used for water storage,"I keep the water-holding containers (tires, plastic bottles, parts of automobiles, cracked pots, plant pots) clear and drain the extra water  ",I scrub and clean the inner sides of the containers ,I Check for the presence of Aedes eggs and/or larvae inside or outside the house ,I visit hospital for test and treatment when I see symptoms of Dengue and Chikungunya ,I follow these vector borne diseases reduction practices even in the Coronavirus pandemi,Knowledge,Attitude,Pracitce,KAP,K_mean_sd,A_mean_sd,P_mean_sd,KAP_mean_sd,k_score,A_score,P_score
,Male,More than 45 years ,Married ,Yes,Dhaka South City Corporation ,More than 5 story building ,Safe ,None ,None ,"People (Community, Family Members)",Mosquito coil,Yes,Employed ,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,0,0,0,0,0,0,1,1,0.63,1,0.42,0.68,,,,,10,60,4
,Male,36-45 years ,Married ,Yes,Dhaka South City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito nets ,Yes,Business ,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,0,0,0,0,0,0,0,1,0.69,1,0.33,0.67,,,,,11,60,3
,Male,36-45 years ,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito nets ,Yes,Business ,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5,4,4,4,5,5,5,5,5,5,5,5,1,1,0,1,0,0,0,0,0,0,0,1,0.31,0.95,0.33,0.53,,,,,5,57,3
,Male,26-35 years ,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito nets ,Yes,Employed ,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,0,0,0,0,0,0,1,1,0.75,1,0.42,0.72,,,,,12,60,4
,Female,More than 45 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Safe ,None ,None ,"People (Community, Family Members)",Mosquito coil,Yes,Unemployed ,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,0,0,0,0,0,0,0,1,0.63,1,0.33,0.65,,,,,10,60,3
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,Up to 5 story building,Safe ,None ,Tertiary (University/National University) ,Internet ,Mosquito repellent/aerosol ,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,0,0,0,0,0,0,1,1,0.88,1,0.42,0.76,,,,,14,60,4
,Female,26-35 years ,Married ,Yes,Dhaka South City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito nets ,Yes,Unemployed ,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,0,0,0,0,0,1,1,1,0.75,1,0.5,0.75,,,,,12,60,5
,Female,26-35 years ,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito nets ,Yes,Unemployed ,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,0,0,0,0,0,0,0,1,0.5,1,0.33,0.61,,,,,8,60,3
,Female,36-45 years ,Married ,Yes,Dhaka South City Corporation ,More than 5 story building ,Very Safe,Chikungunya ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito nets ,Yes,Unemployed ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,1,0,0,0,0,0,1,1,0.94,1,0.5,0.81,,,,,15,60,5
,Female,26-35 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Safe ,None ,Secondary ,"People (Community, Family Members)",Mosquito coil,Yes,Unemployed ,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,5,5,5,5,5,5,5,5,5,2,5,5,1,1,0,1,0,0,0,0,0,0,0,1,0.56,0.95,0.33,0.62,,,,,9,57,3
,Male,26-35 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Safe ,None ,Secondary ,"People (Community, Family Members)",Mosquito coil,Yes,Employed ,1,1,0,1,1,0.5,0,0,0,0,0,0.5,0,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,0,0,0,0,0,0,0,1,0.44,1,0.33,0.59,,,,,7,60,3
,Male,26-35 years ,Married ,Yes,Dhaka South City Corporation ,More than 5 story building ,Unsafe ,None ,Tertiary (University/National University) ,Social Media,Mosquito repellent/aerosol ,Yes,Employed ,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,5,4,5,5,4,5,5,4,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,0.94,0.93,1,0.96,,,,,15,56,11
,Male,36-45 years ,Married ,Yes,Dhaka North City Corporation ,More than 5 story building ,Moderately Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito repellent/aerosol ,Yes,Employed ,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,5,4,5,4,5,4,5,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0.94,0.92,1,0.95,,,,,15,55,11
,Male,36-45 years ,Married ,Yes,Dhaka North City Corporation ,More than 5 story building ,Moderately Safe ,Dengue ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito nets ,Yes,Business ,1,0.5,0,1,1,1,0.5,1,1,0,1,0,1,0.5,1,0,5,4,4,4,4,4,4,4,4,4,4,4,1,0,0,1,0,1,1,1,1,1,1,1,0.66,0.82,0.75,0.74,,,,,10.5,49,8
,Male,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,More than 5 story building ,Moderately Safe ,None ,Secondary ,Social Media,Electrical mosquito bat ,Yes,University Students,0.5,1,0,1,1,1,0.5,1,1,0,1,1,1,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,1,0,0,1,1,1,1,1,1,0.69,0.8,0.67,0.72,,,,,11,48,7
,Female,26-35 years ,Married ,Yes,Dhaka North City Corporation ,More than 5 story building ,Moderately Safe ,None ,Secondary ,"Electronic media (TV, Radio)",Electrical mosquito bat ,Maybe ,Unemployed ,1,0.5,1,0.5,1,1,1,0.5,1,0,1,1,1,0.5,1,0,4,5,4,4,4,4,4,4,4,4,4,4,1,0,0,1,1,1,1,1,1,1,1,1,0.75,0.82,0.83,0.8,,,,,12,49,9
,Female,26-35 years ,Married ,Yes,Dhaka North City Corporation ,More than 5 story building ,Moderately Safe ,None ,Higher Secondary ,"Electronic media (TV, Radio)",Window nets ,Maybe ,Unemployed ,1,1,0,1,1,0.5,0,1,1,0,1,1,1,1,1,0,4,4,3,4,4,4,4,5,4,4,5,2,1,0,0,1,0,0,1,1,1,1,1,1,0.72,0.78,0.67,0.72,,,,,11.5,47,7
,Male,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,More than 5 story building ,Moderately Safe ,Dengue ,Primary ,"Electronic media (TV, Radio)",Window nets ,Yes,Unemployed ,1,1,0,1,1,1,0.5,1,0.5,1,1,1,0,0.5,1,1,4,4,4,4,4,4,4,5,4,3,3,4,1,1,0,1,0,0,1,1,1,1,1,1,0.78,0.78,0.75,0.77,,,,,12.5,47,8
,Male,More than 45 years ,Married ,Yes,Dhaka North City Corporation ,More than 5 story building ,Moderately Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Window nets ,Yes,Employed ,1,1,0,1,1,1,0.5,1,1,0,1,1,0,1,0,1,4,4,4,4,4,5,4,5,4,4,4,4,1,0,0,1,0,1,0,1,1,1,1,1,0.72,0.83,0.67,0.74,,,,,11.5,50,7
,Female,36-45 years ,"Other: Separated, Divorced ",Yes,Dhaka South City Corporation ,Slum Area ,Unsafe ,None ,None ,"People (Community, Family Members)",Mosquito nets ,No ,Unemployed ,0,0,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,1,1,0,1,0,0.16,0.8,0.33,0.43,,,,,2.5,48,4
,Female,36-45 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,"Electronic media (TV, Radio)",Mosquito nets ,Maybe ,Unemployed ,0.5,1,0,1,1,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,3,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0.5,0.42,0.33,0.42,,,,,8,25,3
,Female,18-25 years,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,"Electronic media (TV, Radio)",Mosquito coil,No ,Unemployed ,0.5,1,0,1,1,0.5,0.5,1,0.5,0.5,0,0.5,0,0.5,0.5,0.5,3,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.53,0.43,0.08,0.35,,,,,8.5,26,0
,Male,18-25 years,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,"Electronic media (TV, Radio)",Mosquito nets ,Maybe ,Employed ,0.5,1,0,1,1,0.5,0.5,0.5,1,0.5,0,0.5,0,0.5,0.5,0.5,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.4,0,0.31,,,,,8.5,24,0
,Male,26-35 years ,Married ,No,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,"People (Community, Family Members)",Mosquito nets ,No ,Business ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,2,2,4,2,4,4,0,1,0,0,0,0,0,0,0,0,1,1,0.13,0.53,0.25,0.3,,,,,2,32,3
,Male,36-45 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,"Electronic media (TV, Radio)",Mosquito nets ,Maybe ,Employed ,0,1,0,1,1,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0.44,0.42,0.17,0.34,,,,,7,25,2
,Female,36-45 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Unsafe ,None ,None ,"People (Community, Family Members)",Mosquito nets ,No ,Business ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0.06,0.4,0.17,0.21,,,,,1,24,1
,Female,36-45 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Unsafe ,None ,None ,"People (Community, Family Members)",Mosquito coil,No ,Employed ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0.13,0.43,0.17,0.24,,,,,2,26,2
,Male,More than 45 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,"Electronic media (TV, Radio)",Mosquito coil,Maybe ,Business ,0,1,0,0,1,0.5,0.5,1,0.5,0.5,0,0.5,0,0.5,0.5,0.5,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,1,0,1,1,0.44,0.8,0.25,0.5,,,,,7,48,3
,Male,18-25 years,Unmarried ,No,Dhaka North City Corporation ,More than 5 story building ,Unsafe ,Dengue ,Higher Secondary ,Social Media,Mosquito coil,Yes,University Students,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,5,4,3,5,4,5,5,5,5,5,5,5,1,0,0,0,0,0,1,1,0,1,1,1,0.88,0.93,0.5,0.77,,,,,14,56,5
,Male,18-25 years,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,"People (Community, Family Members)",Mosquito nets ,No ,Business ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0.13,0.4,0.17,0.23,,,,,2,24,2
,Male,26-35 years ,Unmarried ,Yes,Dhaka North City Corporation ,More than 5 story building ,Moderately Safe ,None ,Tertiary (University/National University) ,Social Media,Mosquito coil,Yes,Unemployed ,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,4,4,4,4,4,4,4,4,1,1,0,1,1,0,1,1,1,1,1,1,0.94,0.83,0.83,0.87,,,,,15,50,9
,Male,18-25 years,Unmarried ,No,Dhaka North City Corporation ,More than 5 story building ,Moderately Safe ,None ,Higher Secondary ,Social Media,Mosquito coil,Yes,University Students,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,4,4,4,5,5,5,5,5,5,3,4,4,1,0,0,1,0,0,1,1,1,1,0,1,0.88,0.88,0.58,0.78,,,,,14,53,6
,Female,26-35 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,"Electronic media (TV, Radio)",Mosquito coil,Maybe ,Employed ,0,0.5,0,0.5,1,0.5,0.5,1,0.5,0.5,0,0.5,1,0.5,0.5,0.5,2,2,2,2,2,2,2,2,2,2,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0.5,0.38,0.33,0.41,,,,,8,23,4
,Male,18-25 years,Unmarried ,No,Dhaka North City Corporation ,More than 5 story building ,Moderately Safe ,None ,Secondary ,Social Media,Window nets ,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,5,5,4,5,5,4,4,4,4,3,4,4,1,0,0,1,1,1,1,0,0,1,0,1,0.81,0.85,0.58,0.75,,,,,13,51,6
,Female,36-45 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,Chikungunya ,None ,"People (Community, Family Members)",Mosquito nets ,Maybe ,Employed ,0,0.5,0,1,0,0.5,0.5,0,0,0.5,0,1,0,0.5,0.5,0.5,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.27,0,0.2,,,,,5.5,16,0
,Female,26-35 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Unsafe ,None ,None ,"People (Community, Family Members)",Mosquito coil,No ,Unemployed ,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.19,0.6,0.08,0.29,,,,,3,36,1
,Male,36-45 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,"People (Community, Family Members)",Mosquito nets ,No ,Business ,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,4,2,2,5,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,1,1,1,0.25,0.48,0.33,0.36,,,,,4,29,4
,Male,18-25 years,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,Internet ,Mosquito nets ,Maybe ,Business ,0,0.5,0,0.5,1,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,3,4,3,3,3,3,3,4,4,4,4,4,1,1,0,1,0,0,0,0,1,0,1,1,0.31,0.7,0.5,0.5,,,,,5,42,5
,Female,36-45 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,"People (Community, Family Members)",Mosquito coil,Maybe ,Unemployed ,0,0.5,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.2,0,0.2,,,,,6.5,12,0
,Male,18-25 years,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Unsafe ,None ,None ,"People (Community, Family Members)",Mosquito nets ,Yes,Business ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,2,4,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0.13,0.47,0.17,0.25,,,,,2,28,2
,Male,More than 45 years ,Married ,Yes,Dhaka North City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito coil,Yes,Business ,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,5,5,4,4,5,5,4,4,4,4,4,4,1,1,0,1,0,0,1,1,1,1,1,1,0.75,0.87,0.75,0.79,,,,,12,52,8
,Male,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,More than 5 story building ,Safe ,Filariasis ,Higher Secondary ,Social Media,Mosquito repellent/aerosol ,Yes,University Students,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,4,5,5,4,4,5,4,4,4,4,4,4,1,0,0,1,1,0,1,1,1,1,1,1,0.81,0.85,0.75,0.8,,,,,13,51,8
,Male,26-35 years ,Unmarried ,Yes,Dhaka North City Corporation ,More than 5 story building ,Safe ,None ,Higher Secondary ,Social Media,Mosquito repellent/aerosol ,Yes,University Students,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,5,5,4,4,4,4,4,5,5,4,4,4,1,0,0,1,0,1,0,1,1,1,1,1,0.81,0.87,0.67,0.78,,,,,13,52,7
,Female,26-35 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,"People (Community, Family Members)",Mosquito nets ,Maybe ,Employed ,0,0.5,0,1,1,0.5,0.5,0,0.5,0.5,0,0.5,0,0.5,0.5,0.5,3,3,3,3,2,3,2,2,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.53,0,0.31,,,,,6.5,32,0
,Female,18-25 years,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,Chikungunya ,Secondary ,"Electronic media (TV, Radio)",Mosquito nets ,No ,Unemployed ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,4,2,2,4,2,4,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0.63,0.33,0.32,,,,,0,38,3
,Female,18-25 years,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,Primary ,"People (Community, Family Members)",Mosquito coil,Maybe ,Unemployed ,0,0.5,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0.41,0.6,0.08,0.36,,,,,6.5,36,1
,Female,26-35 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,Primary ,"People (Community, Family Members)",Mosquito nets ,No ,Unemployed ,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0,0,2,2,2,2,2,3,2,4,2,2,4,3,1,0,0,1,0,0,1,0,0,0,1,0,0.13,0.5,0.33,0.32,,,,,2,30,3
,Female,18-25 years,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,"People (Community, Family Members)",Mosquito nets ,Maybe ,Employed ,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,3,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.47,0,0.27,,,,,5.5,28,0
,Male,26-35 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Safe ,None ,Secondary ,"People (Community, Family Members)",Mosquito coil,Yes,Employed ,1,1,0,1,1,0.5,0,0,0,0,0,0.5,0,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,0,0,0,0,0,0,0,1,0.44,1,0.33,0.59,,,,,7,60,3
,Female,26-35 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,"People (Community, Family Members)",Mosquito nets ,Maybe ,Unemployed ,0.5,0.5,0,0.5,1,0.5,0.5,1,0.5,1,0,0.5,0,0.5,0.5,0.5,3,3,3,4,3,3,2,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.58,0,0.36,,,,,8,35,0
,Female,36-45 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,"People (Community, Family Members)",Mosquito coil,Maybe ,Unemployed ,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,3,2,2,2,3,3,3,2,4,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0.38,0.55,0.08,0.34,,,,,6,33,1
,Female,More than 45 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,Dengue ,None ,"People (Community, Family Members)",Mosquito coil,Maybe ,Unemployed ,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,4,4,4,4,3,4,2,2,4,2,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0.34,0.7,0.08,0.38,,,,,5.5,42,1
,Female,More than 45 years ,"Other: Separated, Divorced ",Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,Chikungunya ,None ,"People (Community, Family Members)",Mosquito nets ,Maybe ,Unemployed ,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,4,2,2,4,2,2,4,2,5,3,0,1,0,1,0,0,0,0,0,0,1,0,0.19,0.63,0.25,0.36,,,,,3,38,3
,Male,26-35 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,Dengue ,None ,"Electronic media (TV, Radio)",Mosquito nets ,Maybe ,Employed ,0,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,4,4,3,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,1,1,1,0.44,0.53,0.33,0.43,,,,,7,32,4
,Male,26-35 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,Print Media,Mosquito nets ,Yes,Employed ,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,4,4,2,4,4,3,2,4,2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.68,0.08,0.34,,,,,4,41,1
,Male,36-45 years ,Married ,Yes,Dhaka North City Corporation ,More than 5 story building ,Moderately Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Window nets ,Yes,Business ,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,5,5,4,4,4,4,4,4,4,4,4,4,1,0,0,1,1,0,1,1,1,1,0,1,0.69,0.83,0.67,0.73,,,,,11,50,7
,Male,26-35 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,"Electronic media (TV, Radio)",Mosquito coil,Maybe ,Employed ,0,0.5,0,0.5,1,0.5,1,0.5,1,0,0,0.5,0,0.5,0.5,0.5,4,4,4,3,2,4,3,2,2,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.65,0,0.36,,,,,7,39,0
,Male,26-35 years ,Unmarried ,Yes,Dhaka North City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,Social Media,Mosquito repellent/aerosol ,Yes,Employed ,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,4,5,4,4,4,4,4,4,4,4,4,4,1,0,0,1,0,0,1,1,1,1,1,1,0.81,0.82,0.67,0.77,,,,,13,49,7
,Male,18-25 years,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,Primary ,"People (Community, Family Members)",Mosquito nets ,Yes,Business ,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,4,4,4,3,3,4,4,2,4,2,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0.31,0.7,0.17,0.39,,,,,5,42,2
,Male,18-25 years,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Very Unsafe,None ,None ,"Electronic media (TV, Radio)",Mosquito coil,No ,Unemployed ,0,0.5,0,0.5,0.5,0.5,0.5,1,0.5,0.5,0,0.5,0,0.5,0.5,0.5,4,4,4,3,2,3,2,2,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.6,0,0.34,,,,,6.5,36,0
,Male,26-35 years ,Married ,Yes,Dhaka North City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,Social Media,Mosquito repellent/aerosol ,Yes,Employed ,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,5,5,4,4,4,4,4,4,4,4,4,4,1,0,0,1,0,0,1,1,1,1,0,1,0.81,0.83,0.58,0.74,,,,,13,50,6
